cell_id,cell_row,cell_col,lon,lat,valid_pixels,urbanization_component,vegetation_component,water_component,stress_score,stress_score_pca,stress_category,evidence_strength,supporting_evidence_count,evidence_interpretation
C_031_144,31,144,79.503463,13.499119,5054,0.0039,0.0,0.0032,0.0024,0.0021,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_135,32,135,79.422614,13.490135,6104,0.4141,0.5681,0.0,0.3274,0.4463,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_032_136,32,136,79.431598,13.490135,9827,0.0587,0.0195,0.001,0.0264,0.0358,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_137,32,137,79.440581,13.490135,10000,0.0254,0.0012,0.0036,0.0101,0.0125,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_138,32,138,79.449564,13.490135,10000,0.0716,0.0088,0.0016,0.0274,0.037,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_139,32,139,79.458547,13.490135,10000,0.0193,0.0002,0.0128,0.0107,0.0101,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_140,32,140,79.46753,13.490135,10000,0.0045,0.0012,0.0098,0.0052,0.0035,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_141,32,141,79.476513,13.490135,10000,0.0025,0.0,0.016,0.0062,0.0026,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_142,32,142,79.485497,13.490135,10000,0.0122,0.001,0.0,0.0044,0.006,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_143,32,143,79.49448,13.490135,10000,0.0008,0.0,0.018,0.0063,0.002,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_144,32,144,79.503463,13.490135,10000,0.0019,0.0004,0.0377,0.0133,0.0044,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_032_145,32,145,79.512446,13.490135,5134,0.0744,0.1154,0.0,0.0633,0.0862,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_033_135,33,135,79.422614,13.481152,10000,0.0794,0.0453,0.0007,0.0418,0.0569,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_033_136,33,136,79.431598,13.481152,10000,0.0136,0.0029,0.0007,0.0057,0.0076,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_033_137,33,137,79.440581,13.481152,10000,0.026,0.0014,0.0,0.0092,0.0126,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_033_138,33,138,79.449564,13.481152,10000,0.0276,0.0014,0.0052,0.0114,0.0138,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_033_139,33,139,79.458547,13.481152,10000,0.0074,0.0016,0.0029,0.004,0.0044,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_033_140,33,140,79.46753,13.481152,10000,0.0024,0.0,0.0102,0.0042,0.002,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_033_141,33,141,79.476513,13.481152,10000,0.0097,0.0033,0.0059,0.0063,0.0065,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_033_142,33,142,79.485497,13.481152,10000,0.0259,0.0591,0.0029,0.0293,0.0388,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_033_143,33,143,79.49448,13.481152,10000,0.0028,0.0004,0.0092,0.0041,0.0023,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_034_135,34,135,79.422614,13.472169,10000,0.0235,0.0019,0.0007,0.0087,0.0117,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_034_136,34,136,79.431598,13.472169,10000,0.0305,0.0064,0.0,0.0123,0.0169,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_034_137,34,137,79.440581,13.472169,10000,0.0659,0.0012,0.0,0.0224,0.0308,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_034_138,34,138,79.449564,13.472169,10000,0.0485,0.0206,0.0164,0.0285,0.033,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_034_139,34,139,79.458547,13.472169,10000,0.1264,0.0265,0.002,0.0516,0.0701,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_034_140,34,140,79.46753,13.472169,10000,0.0688,0.0397,0.0147,0.0411,0.0508,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_034_141,34,141,79.476513,13.472169,5016,0.07,0.1145,0.0052,0.0632,0.0842,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_034_143,34,143,79.49448,13.472169,7443,0.052,0.0406,0.0026,0.0318,0.0424,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_135,35,135,79.422614,13.463186,10000,0.0815,0.0086,0.0,0.0301,0.0413,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_136,35,136,79.431598,13.463186,10000,0.0422,0.0049,0.0013,0.0162,0.0217,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_137,35,137,79.440581,13.463186,10000,0.1172,0.0109,0.001,0.043,0.0588,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_138,35,138,79.449564,13.463186,10000,0.1193,0.0726,0.0026,0.0649,0.0877,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_139,35,139,79.458547,13.463186,10000,0.0881,0.0103,0.0016,0.0333,0.0452,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_140,35,140,79.46753,13.463186,10000,0.1152,0.0747,0.0029,0.0643,0.0868,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_141,35,141,79.476513,13.463186,6268,0.0549,0.0364,0.0089,0.0334,0.0424,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_144,35,144,79.503463,13.463186,5232,0.07,0.0523,0.0,0.0408,0.0557,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_135,36,135,79.422614,13.454203,10000,0.0493,0.1669,0.0039,0.0734,0.0983,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_136,36,136,79.431598,13.454203,10000,0.0083,0.0103,0.0108,0.0098,0.0094,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_137,36,137,79.440581,13.454203,10000,0.0144,0.0265,0.002,0.0143,0.0187,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_138,36,138,79.449564,13.454203,10000,0.0146,0.0025,0.0036,0.0069,0.0081,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_139,36,139,79.458547,13.454203,10000,0.0337,0.0025,0.0003,0.0122,0.0166,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_140,36,140,79.46753,13.454203,10000,0.0251,0.0041,0.0013,0.0102,0.0135,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_141,36,141,79.476513,13.454203,10000,0.0256,0.0173,0.001,0.0146,0.0196,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_142,36,142,79.485497,13.454203,7301,0.0985,0.0217,0.0197,0.0467,0.0568,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_143,36,143,79.49448,13.454203,9145,0.0799,0.0509,0.0014,0.0441,0.0597,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_144,36,144,79.503463,13.454203,10000,0.0346,0.0109,0.0003,0.0153,0.0208,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_145,36,145,79.512446,13.454203,10000,0.1221,0.0278,0.0,0.05,0.0685,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_146,36,146,79.521429,13.454203,9574,0.2605,0.2199,0.1515,0.2107,0.2324,Q2: Moderate-Low Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_037_135,37,135,79.422614,13.44522,10000,0.1005,0.2713,0.0521,0.1413,0.1732,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_037_136,37,136,79.431598,13.44522,10000,0.1442,0.1935,0.0766,0.1381,0.1603,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_137,37,137,79.440581,13.44522,10000,0.0777,0.1286,0.0154,0.0739,0.0951,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_138,37,138,79.449564,13.44522,10000,0.0273,0.0648,0.0419,0.0447,0.0456,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_139,37,139,79.458547,13.44522,10000,0.0742,0.0856,0.0023,0.054,0.0729,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_140,37,140,79.46753,13.44522,10000,0.0374,0.0047,0.0,0.0141,0.0193,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_141,37,141,79.476513,13.44522,10000,0.0301,0.0735,0.0364,0.0467,0.0503,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_142,37,142,79.485497,13.44522,10000,0.0627,0.0117,0.0036,0.026,0.0344,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_143,37,143,79.49448,13.44522,10000,0.0141,0.0021,0.0062,0.0074,0.0079,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_144,37,144,79.503463,13.44522,7861,0.0208,0.0249,0.0004,0.0154,0.0208,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_145,37,145,79.512446,13.44522,5420,0.0648,0.0342,0.0175,0.0388,0.0467,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_037_146,37,146,79.521429,13.44522,5900,0.0927,0.0244,0.0144,0.0438,0.0548,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_038_135,38,135,79.422614,13.436236,9976,0.1212,0.2257,0.021,0.1226,0.1593,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_038_136,38,136,79.431598,13.436236,10000,0.1351,0.2669,0.0776,0.1599,0.1894,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_038_137,38,137,79.440581,13.436236,10000,0.0614,0.1628,0.0829,0.1023,0.1091,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_038_138,38,138,79.449564,13.436236,10000,0.0595,0.2114,0.0514,0.1074,0.1273,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_038_139,38,139,79.458547,13.436236,10000,0.0647,0.1379,0.0144,0.0723,0.0932,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_038_140,38,140,79.46753,13.436236,10000,0.0662,0.0996,0.038,0.0679,0.0787,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_038_141,38,141,79.476513,13.436236,10000,0.1098,0.1607,0.0773,0.1159,0.1299,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_038_142,38,142,79.485497,13.436236,10000,0.0395,0.0996,0.0016,0.0469,0.0632,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_038_143,38,143,79.49448,13.436236,9371,0.0079,0.0046,0.0192,0.0106,0.0074,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_038_165,38,165,79.692109,13.436236,8008,0.1092,0.2028,0.9696,0.4272,0.2288,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_038_166,38,166,79.701092,13.436236,10000,0.1023,0.2326,1.0,0.4449,0.2419,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_038_167,38,167,79.710075,13.436236,8849,0.1555,0.4986,1.0,0.5514,0.3864,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_039_135,39,135,79.422614,13.427253,10000,0.1199,0.2976,0.0065,0.1414,0.1899,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_039_136,39,136,79.431598,13.427253,10000,0.0274,0.0687,0.0288,0.0417,0.0462,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_039_137,39,137,79.440581,13.427253,10000,0.0885,0.0887,0.0147,0.064,0.082,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_039_138,39,138,79.449564,13.427253,10000,0.2893,0.3019,0.093,0.2281,0.2773,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_039_139,39,139,79.458547,13.427253,10000,0.1387,0.2321,0.5181,0.2963,0.215,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_039_140,39,140,79.46753,13.427253,10000,0.0961,0.2241,0.074,0.1314,0.1519,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_039_141,39,141,79.476513,13.427253,10000,0.0466,0.0523,0.0694,0.0561,0.0512,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_039_142,39,142,79.485497,13.427253,10000,0.0212,0.0648,0.0013,0.0291,0.0391,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_039_143,39,143,79.49448,13.427253,9862,0.0125,0.0081,0.001,0.0072,0.0095,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_039_165,39,165,79.692109,13.427253,9014,0.1228,0.2064,1.0,0.4431,0.2395,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_039_166,39,166,79.701092,13.427253,10000,0.2545,0.4795,1.0,0.578,0.4231,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_039_167,39,167,79.710075,13.427253,10000,0.2168,0.5845,0.9225,0.5746,0.4463,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_040_135,40,135,79.422614,13.41827,10000,0.1266,0.0938,0.1628,0.1277,0.1151,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_040_136,40,136,79.431598,13.41827,10000,0.0486,0.0692,0.0472,0.055,0.0577,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_040_137,40,137,79.440581,13.41827,10000,0.2621,0.5625,0.169,0.3312,0.3893,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_040_138,40,138,79.449564,13.41827,10000,0.4165,0.3256,0.2423,0.3281,0.3597,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_040_139,40,139,79.458547,13.41827,10000,0.1758,0.1521,0.259,0.1956,0.1726,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_040_140,40,140,79.46753,13.41827,10000,0.0276,0.0677,0.1159,0.0704,0.0537,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_040_141,40,141,79.476513,13.41827,10000,0.0379,0.0457,0.0187,0.0341,0.0397,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_040_165,40,165,79.692109,13.41827,7115,0.1354,0.3633,0.7364,0.4117,0.2924,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_040_166,40,166,79.701092,13.41827,10000,0.2704,0.3283,0.9778,0.5255,0.3602,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_040_167,40,167,79.710075,13.41827,6723,0.2097,0.3542,0.773,0.4456,0.3256,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_041_135,41,135,79.422614,13.409287,10000,0.0826,0.141,0.1994,0.141,0.1195,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_041_136,41,136,79.431598,13.409287,10000,0.3256,0.4052,0.1981,0.3096,0.35,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_041_137,41,137,79.440581,13.409287,10000,0.1873,0.2365,0.2525,0.2254,0.2154,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_041_138,41,138,79.449564,13.409287,10000,0.0949,0.0823,0.0481,0.0751,0.085,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_041_139,41,139,79.458547,13.409287,10000,0.0237,0.0331,0.0016,0.0195,0.026,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_041_140,41,140,79.46753,13.409287,10000,0.0739,0.0784,0.0026,0.0516,0.0695,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_041_141,41,141,79.476513,13.409287,8318,0.0948,0.1608,0.0004,0.0853,0.1161,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_041_165,41,165,79.692109,13.409287,5485,0.0966,0.2139,0.8788,0.3964,0.2199,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_041_166,41,166,79.701092,13.409287,10000,0.2284,0.3984,0.9677,0.5315,0.3717,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_041_167,41,167,79.710075,13.409287,5946,0.049,0.1862,1.0,0.4117,0.1965,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_042_135,42,135,79.422614,13.400304,10000,0.235,0.3042,0.4077,0.3156,0.2818,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_042_136,42,136,79.431598,13.400304,10000,0.2373,0.2815,0.3776,0.2988,0.2699,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_042_137,42,137,79.440581,13.400304,10000,0.0968,0.1459,0.1274,0.1234,0.1217,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_042_138,42,138,79.449564,13.400304,10000,0.1259,0.1809,0.0442,0.117,0.1433,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_042_139,42,139,79.458547,13.400304,10000,0.1307,0.1943,0.2394,0.1881,0.1691,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_042_140,42,140,79.46753,13.400304,10000,0.0616,0.0593,0.0285,0.0498,0.0576,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_042_141,42,141,79.476513,13.400304,10000,0.0953,0.1196,0.2581,0.1577,0.1209,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_042_147,42,147,79.530412,13.400304,8022,0.0565,0.0077,0.0184,0.0275,0.031,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_042_163,42,163,79.674143,13.400304,9217,0.1922,0.3892,1.0,0.5271,0.3538,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_042_164,42,164,79.683126,13.400304,6589,0.086,0.099,0.9587,0.3812,0.1704,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_042_165,42,165,79.692109,13.400304,9092,0.2941,0.4654,0.7063,0.4886,0.4085,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_042_166,42,166,79.701092,13.400304,10000,0.1997,0.3231,1.0,0.5076,0.3274,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_042_167,42,167,79.710075,13.400304,9753,0.0469,0.0599,1.0,0.3689,0.1386,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_043_135,43,135,79.422614,13.391321,10000,0.1352,0.1811,0.5466,0.2876,0.1929,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_043_136,43,136,79.431598,13.391321,10000,0.0781,0.1461,0.148,0.1241,0.1151,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_043_137,43,137,79.440581,13.391321,10000,0.072,0.1299,0.0966,0.0995,0.1003,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_043_138,43,138,79.449564,13.391321,10000,0.0405,0.0836,0.1127,0.0789,0.0664,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_043_139,43,139,79.458547,13.391321,10000,0.2479,0.334,0.3137,0.2985,0.2927,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_043_140,43,140,79.46753,13.391321,10000,0.1766,0.2202,0.2525,0.2164,0.2031,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_043_141,43,141,79.476513,13.391321,9465,0.1958,0.2307,0.1512,0.1926,0.2075,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_043_145,43,145,79.512446,13.391321,9532,0.1115,0.1503,0.0374,0.0997,0.1223,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_043_146,43,146,79.521429,13.391321,10000,0.0194,0.0115,0.0485,0.0264,0.0184,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_043_147,43,147,79.530412,13.391321,10000,0.0339,0.0177,0.0914,0.0477,0.0318,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_043_148,43,148,79.539395,13.391321,7871,0.0691,0.006,0.0233,0.0328,0.0365,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_043_162,43,162,79.66516,13.391321,7065,0.0089,0.0216,0.4825,0.171,0.0572,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_043_163,43,163,79.674143,13.391321,10000,0.0843,0.1364,1.0,0.4069,0.1903,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_043_164,43,164,79.683126,13.391321,10000,0.3567,0.1659,0.617,0.3798,0.2939,Q4: Higher Relative Stress,Moderate (Compound Urban/Water Signal),2,Co-occurring built-up spectral rise and localized moisture decrease.
C_043_165,43,165,79.692109,13.391321,10000,0.0738,0.2266,0.8416,0.3807,0.2119,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_043_166,43,166,79.701092,13.391321,10000,0.0704,0.2188,0.9851,0.4248,0.2197,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_043_167,43,167,79.710075,13.391321,10000,0.1306,0.1389,1.0,0.4232,0.2126,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_043_168,43,168,79.719059,13.391321,9990,0.1717,0.4089,0.8726,0.4844,0.3418,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_044_135,44,135,79.422614,13.382338,10000,0.0605,0.0712,0.0887,0.0735,0.0679,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_044_136,44,136,79.431598,13.382338,10000,0.0261,0.0796,0.0406,0.0488,0.0516,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_044_137,44,137,79.440581,13.382338,10000,0.2029,0.1879,0.2283,0.2063,0.1984,Q2: Moderate-Low Relative Stress,Moderate (Compound Urban/Water Signal),2,Co-occurring built-up spectral rise and localized moisture decrease.
C_044_138,44,138,79.449564,13.382338,10000,0.1949,0.2861,0.2348,0.2386,0.2396,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_044_139,44,139,79.458547,13.382338,10000,0.1944,0.2566,0.5636,0.3382,0.2557,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_044_140,44,140,79.46753,13.382338,10000,0.0903,0.1492,0.2898,0.1764,0.1348,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_044_141,44,141,79.476513,13.382338,9678,0.0159,0.0483,0.1431,0.0691,0.0419,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_044_142,44,142,79.485497,13.382338,6511,0.0471,0.0714,0.0699,0.0628,0.0601,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_044_143,44,143,79.49448,13.382338,6708,0.0622,0.0647,0.0659,0.0643,0.0637,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
