cell_id,longitude,latitude,stress_score,urbanization_component,vegetation_component,water_component,evidence_strength,stress_quartile,rank
C_079_062,78.760736,13.067927,0.1175,0.0843,0.2678,0.0003,Low (Single Evidence Family),Q1: Lower Relative Stress,5177
C_036_031,78.482258,13.454203,0.1175,0.015,0.3375,0.0,Low (Single Evidence Family),Q1: Lower Relative Stress,5178
C_113_036,78.527174,12.7625,0.1174,0.0743,0.0714,0.2066,Low (Single Evidence Family),Q1: Lower Relative Stress,5179
C_049_122,79.299725,13.337422,0.1173,0.1922,0.1568,0.0029,Baseline / Low,Q1: Lower Relative Stress,5180
C_041_095,79.05718,13.409287,0.1173,0.1604,0.0951,0.0963,Baseline / Low,Q1: Lower Relative Stress,5181
C_045_059,78.733786,13.373354,0.1173,0.099,0.2503,0.0026,Low (Single Evidence Family),Q1: Lower Relative Stress,5182
C_075_106,79.155994,13.10386,0.1172,0.0563,0.0877,0.2076,Low (Single Evidence Family),Q1: Lower Relative Stress,5183
C_099_024,78.419376,12.888264,0.1172,0.099,0.0737,0.1788,Baseline / Low,Q1: Lower Relative Stress,5184
C_052_099,79.093112,13.310472,0.117,0.0991,0.1776,0.0743,Baseline / Low,Q1: Lower Relative Stress,5185
C_073_072,78.850567,13.121826,0.117,0.1013,0.1918,0.058,Baseline / Low,Q1: Lower Relative Stress,5186
C_082_102,79.120062,13.040978,0.117,0.1385,0.1988,0.0138,Baseline / Low,Q1: Lower Relative Stress,5187
C_047_118,79.263792,13.355388,0.117,0.0675,0.2251,0.0583,Low (Single Evidence Family),Q1: Lower Relative Stress,5188
C_042_138,79.449564,13.400304,0.117,0.1259,0.1809,0.0442,Baseline / Low,Q1: Lower Relative Stress,5189
C_057_045,78.608022,13.265557,0.1169,0.0503,0.2126,0.0878,Low (Single Evidence Family),Q1: Lower Relative Stress,5190
C_050_104,79.138028,13.328439,0.1169,0.0732,0.1212,0.1562,Baseline / Low,Q1: Lower Relative Stress,5191
C_054_060,78.742769,13.292506,0.1169,0.0682,0.282,0.0007,Low (Single Evidence Family),Q1: Lower Relative Stress,5192
C_052_080,78.922433,13.310472,0.1168,0.0625,0.1056,0.1824,Baseline / Low,Q1: Lower Relative Stress,5193
C_028_099,79.093112,13.526068,0.1168,0.035,0.1924,0.1228,Baseline / Low,Q1: Lower Relative Stress,5194
C_069_111,79.20091,13.157759,0.1168,0.0218,0.0883,0.2404,Low (Single Evidence Family),Q1: Lower Relative Stress,5195
C_031_082,78.940399,13.499119,0.1167,0.2162,0.1299,0.0039,Low (Single Evidence Family),Q1: Lower Relative Stress,5196
C_036_085,78.967348,13.454203,0.1166,0.1771,0.1723,0.0003,Baseline / Low,Q1: Lower Relative Stress,5197
C_045_078,78.904466,13.373354,0.1165,0.1457,0.2035,0.0003,Low (Single Evidence Family),Q1: Lower Relative Stress,5198
C_067_115,79.236843,13.175725,0.1165,0.0855,0.1053,0.1588,Baseline / Low,Q1: Lower Relative Stress,5199
C_103_028,78.455309,12.852332,0.1165,0.0408,0.1066,0.2021,Low (Single Evidence Family),Q1: Lower Relative Stress,5200
C_057_125,79.326674,13.265557,0.1165,0.0483,0.0887,0.2125,Low (Single Evidence Family),Q1: Lower Relative Stress,5201
C_054_084,78.958365,13.292506,0.1164,0.0806,0.0854,0.1831,Baseline / Low,Q1: Lower Relative Stress,5202
C_077_077,78.895483,13.085893,0.1163,0.0732,0.1669,0.1089,Baseline / Low,Q1: Lower Relative Stress,5203
C_033_076,78.8865,13.481152,0.1163,0.1494,0.1461,0.0534,Baseline / Low,Q1: Lower Relative Stress,5204
C_001_094,79.048197,13.768613,0.1163,0.0619,0.1798,0.1072,Baseline / Low,Q1: Lower Relative Stress,5205
C_031_086,78.976331,13.499119,0.1163,0.2038,0.1449,0.0003,Low (Single Evidence Family),Q1: Lower Relative Stress,5206
C_056_067,78.805652,13.27454,0.1162,0.1423,0.206,0.0003,Low (Single Evidence Family),Q1: Lower Relative Stress,5207
C_124_017,78.356494,12.663685,0.1161,0.1446,0.0749,0.1287,Baseline / Low,Q1: Lower Relative Stress,5208
C_046_113,79.218877,13.364371,0.116,0.1112,0.1202,0.1166,Baseline / Low,Q1: Lower Relative Stress,5209
C_046_095,79.05718,13.364371,0.116,0.0535,0.1723,0.1221,Baseline / Low,Q1: Lower Relative Stress,5210
C_038_141,79.476513,13.436236,0.1159,0.1098,0.1607,0.0773,Baseline / Low,Q1: Lower Relative Stress,5211
C_123_011,78.302595,12.672668,0.1157,0.1758,0.1422,0.0289,Baseline / Low,Q1: Lower Relative Stress,5212
C_041_127,79.344641,13.409287,0.1157,0.0431,0.2138,0.0901,Low (Single Evidence Family),Q1: Lower Relative Stress,5213
C_059_084,78.958365,13.24759,0.1155,0.1676,0.0978,0.0812,Baseline / Low,Q1: Lower Relative Stress,5214
C_036_091,79.021247,13.454203,0.1154,0.076,0.1972,0.073,Baseline / Low,Q1: Lower Relative Stress,5215
C_038_068,78.814635,13.436236,0.1153,0.2002,0.1457,0.0,Low (Single Evidence Family),Q1: Lower Relative Stress,5216
C_101_045,78.608022,12.870298,0.1153,0.1109,0.2186,0.0165,Low (Single Evidence Family),Q1: Lower Relative Stress,5217
C_046_061,78.751753,13.364371,0.1152,0.0602,0.2531,0.0324,Low (Single Evidence Family),Q1: Lower Relative Stress,5218
C_037_094,79.048197,13.44522,0.1152,0.048,0.2331,0.0643,Low (Single Evidence Family),Q1: Lower Relative Stress,5219
C_045_118,79.263792,13.373354,0.1152,0.0383,0.2822,0.0252,Low (Single Evidence Family),Q1: Lower Relative Stress,5220
C_041_128,79.353624,13.409287,0.1152,0.1151,0.1614,0.0691,Baseline / Low,Q1: Lower Relative Stress,5221
C_045_063,78.769719,13.373354,0.1151,0.0559,0.2865,0.0029,Low (Single Evidence Family),Q1: Lower Relative Stress,5222
C_070_109,79.182944,13.148776,0.1149,0.1455,0.1373,0.0619,Baseline / Low,Q1: Lower Relative Stress,5223
C_049_101,79.111079,13.337422,0.1149,0.1596,0.0492,0.1359,Baseline / Low,Q1: Lower Relative Stress,5224
C_043_101,79.111079,13.391321,0.1149,0.1215,0.1175,0.1058,Baseline / Low,Q1: Lower Relative Stress,5225
C_026_086,78.976331,13.544034,0.1149,0.0516,0.1601,0.133,Baseline / Low,Q1: Lower Relative Stress,5226
C_047_103,79.129045,13.355388,0.1149,0.0997,0.1797,0.0652,Baseline / Low,Q1: Lower Relative Stress,5227
C_057_069,78.823618,13.265557,0.1149,0.067,0.1546,0.1231,Baseline / Low,Q1: Lower Relative Stress,5228
C_053_077,78.895483,13.301489,0.1148,0.1593,0.176,0.0092,Baseline / Low,Q1: Lower Relative Stress,5229
C_048_141,79.476513,13.346405,0.1148,0.0218,0.077,0.2456,Low (Single Evidence Family),Q1: Lower Relative Stress,5230
C_017_090,79.012264,13.624883,0.1147,0.0666,0.1784,0.0989,Baseline / Low,Q1: Lower Relative Stress,5231
C_058_126,79.335658,13.256573,0.1146,0.1378,0.092,0.114,Baseline / Low,Q1: Lower Relative Stress,5232
C_026_076,78.8865,13.544034,0.1145,0.0703,0.1821,0.091,Baseline / Low,Q1: Lower Relative Stress,5233
C_043_050,78.652938,13.391321,0.1144,0.1086,0.2165,0.018,Low (Single Evidence Family),Q1: Lower Relative Stress,5234
C_058_054,78.688871,13.256573,0.1143,0.1228,0.1278,0.0923,Baseline / Low,Q1: Lower Relative Stress,5235
C_072_082,78.940399,13.130809,0.1142,0.0563,0.106,0.1804,Baseline / Low,Q1: Lower Relative Stress,5236
C_078_096,79.066163,13.07691,0.1142,0.0515,0.1148,0.1762,Baseline / Low,Q1: Lower Relative Stress,5237
C_109_033,78.500224,12.798433,0.114,0.0581,0.2817,0.0023,Low (Single Evidence Family),Q1: Lower Relative Stress,5238
C_030_068,78.814635,13.508102,0.114,0.1421,0.199,0.001,Baseline / Low,Q1: Lower Relative Stress,5239
C_034_039,78.554123,13.472169,0.114,0.0738,0.1881,0.0802,Baseline / Low,Q1: Lower Relative Stress,5240
C_074_105,79.147011,13.112843,0.114,0.0765,0.0815,0.184,Baseline / Low,Q1: Lower Relative Stress,5241
C_107_006,78.257679,12.816399,0.1139,0.0998,0.1692,0.0727,Baseline / Low,Q1: Lower Relative Stress,5242
C_058_130,79.37159,13.256573,0.1138,0.194,0.1474,0.0,Baseline / Low,Q1: Lower Relative Stress,5243
C_046_121,79.290742,13.364371,0.1137,0.1951,0.135,0.0111,Baseline / Low,Q1: Lower Relative Stress,5244
C_043_062,78.760736,13.391321,0.1137,0.0504,0.1134,0.1772,Baseline / Low,Q1: Lower Relative Stress,5245
C_055_078,78.904466,13.283523,0.1137,0.0697,0.1589,0.1123,Baseline / Low,Q1: Lower Relative Stress,5246
C_064_054,78.688871,13.202674,0.1135,0.1052,0.1745,0.0609,Baseline / Low,Q1: Lower Relative Stress,5247
C_108_039,78.554123,12.807416,0.1135,0.0176,0.0449,0.278,Low (Single Evidence Family),Q1: Lower Relative Stress,5248
C_030_078,78.904466,13.508102,0.1134,0.0379,0.141,0.1614,Baseline / Low,Q1: Lower Relative Stress,5249
C_059_051,78.661921,13.24759,0.1134,0.071,0.185,0.0842,Baseline / Low,Q1: Lower Relative Stress,5250
C_056_083,78.949382,13.27454,0.1134,0.0539,0.1072,0.1791,Baseline / Low,Q1: Lower Relative Stress,5251
C_030_042,78.581073,13.508102,0.1133,0.0331,0.1443,0.1624,Baseline / Low,Q1: Lower Relative Stress,5252
C_064_125,79.326674,13.202674,0.1133,0.1366,0.1048,0.0986,Baseline / Low,Q1: Lower Relative Stress,5253
C_081_100,79.102096,13.049961,0.1133,0.0761,0.1535,0.1104,Baseline / Low,Q1: Lower Relative Stress,5254
C_020_089,79.003281,13.597933,0.1132,0.069,0.1537,0.1169,Baseline / Low,Q1: Lower Relative Stress,5255
C_071_074,78.868534,13.139792,0.1132,0.0871,0.1877,0.0648,Baseline / Low,Q1: Lower Relative Stress,5256
C_064_124,79.317691,13.202674,0.1132,0.2128,0.0879,0.039,Low (Single Evidence Family),Q1: Lower Relative Stress,5257
C_038_044,78.599039,13.436236,0.1132,0.0869,0.1459,0.1068,Baseline / Low,Q1: Lower Relative Stress,5258
C_068_078,78.904466,13.166742,0.1131,0.0414,0.1354,0.1624,Baseline / Low,Q1: Lower Relative Stress,5259
C_019_101,79.111079,13.606916,0.1131,0.1113,0.138,0.0901,Baseline / Low,Q1: Lower Relative Stress,5260
C_053_081,78.931416,13.301489,0.113,0.1439,0.1476,0.0475,Baseline / Low,Q1: Lower Relative Stress,5261
C_051_081,78.931416,13.319455,0.1129,0.1707,0.1202,0.0478,Baseline / Low,Q1: Lower Relative Stress,5262
C_015_075,78.877517,13.642849,0.1129,0.1087,0.1602,0.0699,Baseline / Low,Q1: Lower Relative Stress,5263
C_035_070,78.832601,13.463186,0.1128,0.051,0.1297,0.1578,Baseline / Low,Q1: Lower Relative Stress,5264
C_058_052,78.670904,13.256573,0.1128,0.0961,0.2324,0.0098,Low (Single Evidence Family),Q1: Lower Relative Stress,5265
C_039_081,78.931416,13.427253,0.1127,0.164,0.1729,0.0013,Baseline / Low,Q1: Lower Relative Stress,5266
C_045_094,79.048197,13.373354,0.1127,0.0436,0.0722,0.2224,Low (Single Evidence Family),Q1: Lower Relative Stress,5267
C_063_130,79.37159,13.211658,0.1127,0.1564,0.0877,0.094,Baseline / Low,Q1: Lower Relative Stress,5268
C_053_079,78.913449,13.301489,0.1126,0.17,0.1609,0.0069,Baseline / Low,Q1: Lower Relative Stress,5269
C_048_142,79.485497,13.346405,0.1126,0.0699,0.1765,0.0914,Baseline / Low,Q1: Lower Relative Stress,5270
C_063_085,78.967348,13.211658,0.1125,0.0503,0.0858,0.2014,Low (Single Evidence Family),Q1: Lower Relative Stress,5271
C_017_075,78.877517,13.624883,0.1125,0.1065,0.2218,0.0091,Low (Single Evidence Family),Q1: Lower Relative Stress,5272
C_058_128,79.353624,13.256573,0.1123,0.1136,0.0825,0.1408,Baseline / Low,Q1: Lower Relative Stress,5273
C_052_084,78.958365,13.310472,0.1123,0.0508,0.0994,0.1867,Baseline / Low,Q1: Lower Relative Stress,5274
C_013_089,79.003281,13.660815,0.1122,0.0565,0.1706,0.1094,Baseline / Low,Q1: Lower Relative Stress,5275
C_042_099,79.093112,13.400304,0.1121,0.0339,0.1476,0.1549,Baseline / Low,Q1: Lower Relative Stress,5276
C_061_093,79.039214,13.229624,0.1121,0.0624,0.136,0.1379,Baseline / Low,Q1: Lower Relative Stress,5277
C_006_095,79.05718,13.723697,0.112,0.0492,0.1984,0.0884,Baseline / Low,Q1: Lower Relative Stress,5278
C_023_065,78.787685,13.570984,0.112,0.0935,0.0694,0.1732,Baseline / Low,Q1: Lower Relative Stress,5279
C_038_088,78.994298,13.436236,0.112,0.0561,0.1229,0.1572,Baseline / Low,Q1: Lower Relative Stress,5280
C_056_170,79.737025,13.27454,0.112,0.0,0.0,0.3359,Low (Single Evidence Family),Q1: Lower Relative Stress,5281
C_062_084,78.958365,13.220641,0.1119,0.0799,0.1144,0.1415,Baseline / Low,Q1: Lower Relative Stress,5282
C_026_069,78.823618,13.544034,0.1118,0.0688,0.2276,0.039,Low (Single Evidence Family),Q1: Lower Relative Stress,5283
C_005_097,79.075146,13.73268,0.1117,0.0315,0.1111,0.1926,Baseline / Low,Q1: Lower Relative Stress,5284
C_126_018,78.365477,12.645719,0.1117,0.0814,0.122,0.1316,Baseline / Low,Q1: Lower Relative Stress,5285
C_024_100,79.102096,13.562001,0.1117,0.0491,0.2112,0.075,Low (Single Evidence Family),Q1: Lower Relative Stress,5286
C_036_125,79.326674,13.454203,0.1116,0.0353,0.1965,0.1028,Baseline / Low,Q1: Lower Relative Stress,5287
C_066_054,78.688871,13.184708,0.1116,0.1606,0.1692,0.0049,Baseline / Low,Q1: Lower Relative Stress,5288
C_052_076,78.8865,13.310472,0.1114,0.0818,0.0597,0.1926,Baseline / Low,Q1: Lower Relative Stress,5289
C_105_007,78.266662,12.834365,0.1114,0.0105,0.0216,0.3019,Low (Single Evidence Family),Q1: Lower Relative Stress,5290
C_072_053,78.679887,13.130809,0.1112,0.0513,0.2375,0.0449,Low (Single Evidence Family),Q1: Lower Relative Stress,5291
C_063_075,78.877517,13.211658,0.1112,0.0473,0.1651,0.1212,Baseline / Low,Q1: Lower Relative Stress,5292
C_059_085,78.967348,13.24759,0.1112,0.1556,0.1309,0.0472,Baseline / Low,Q1: Lower Relative Stress,5293
C_050_069,78.823618,13.328439,0.1112,0.0781,0.2319,0.0236,Low (Single Evidence Family),Q1: Lower Relative Stress,5294
C_057_098,79.084129,13.265557,0.1111,0.2122,0.1165,0.0046,Low (Single Evidence Family),Q1: Lower Relative Stress,5295
C_070_066,78.796668,13.148776,0.1111,0.0883,0.2439,0.001,Low (Single Evidence Family),Q1: Lower Relative Stress,5296
C_077_070,78.832601,13.085893,0.111,0.0709,0.2151,0.047,Low (Single Evidence Family),Q1: Lower Relative Stress,5297
C_025_082,78.940399,13.553017,0.111,0.0213,0.1076,0.204,Low (Single Evidence Family),Q1: Lower Relative Stress,5298
C_060_084,78.958365,13.238607,0.1109,0.2667,0.0498,0.016,Low (Single Evidence Family),Q1: Lower Relative Stress,5299
C_076_101,79.111079,13.094877,0.1108,0.1076,0.0755,0.1493,Baseline / Low,Q1: Lower Relative Stress,5300
C_035_120,79.281759,13.463186,0.1107,0.0827,0.1039,0.1454,Baseline / Low,Q1: Lower Relative Stress,5301
C_099_030,78.473275,12.888264,0.1106,0.033,0.0827,0.2161,Low (Single Evidence Family),Q1: Lower Relative Stress,5302
C_076_090,79.012264,13.094877,0.1105,0.0655,0.0792,0.1867,Baseline / Low,Q1: Lower Relative Stress,5303
C_050_064,78.778702,13.328439,0.1105,0.1239,0.1661,0.0416,Baseline / Low,Q1: Lower Relative Stress,5304
C_020_068,78.814635,13.597933,0.1104,0.1421,0.1817,0.0075,Baseline / Low,Q1: Lower Relative Stress,5305
C_046_070,78.832601,13.364371,0.1102,0.0949,0.1937,0.0419,Baseline / Low,Q1: Lower Relative Stress,5306
C_057_074,78.868534,13.265557,0.1102,0.0429,0.1206,0.167,Baseline / Low,Q1: Lower Relative Stress,5307
C_053_074,78.868534,13.301489,0.11,0.0897,0.1863,0.054,Baseline / Low,Q1: Lower Relative Stress,5308
C_057_168,79.719059,13.265557,0.1098,0.0094,0.0619,0.2581,Low (Single Evidence Family),Q1: Lower Relative Stress,5309
C_071_084,78.958365,13.139792,0.1098,0.0227,0.0601,0.2466,Low (Single Evidence Family),Q1: Lower Relative Stress,5310
C_041_126,79.335658,13.409287,0.1097,0.0598,0.2661,0.0033,Low (Single Evidence Family),Q1: Lower Relative Stress,5311
C_117_038,78.54514,12.726567,0.1097,0.1863,0.1399,0.0029,Baseline / Low,Q1: Lower Relative Stress,5312
C_040_132,79.389556,13.41827,0.1097,0.0869,0.1963,0.0458,Baseline / Low,Q1: Lower Relative Stress,5313
C_116_028,78.455309,12.735551,0.1095,0.083,0.1325,0.113,Baseline / Low,Q1: Lower Relative Stress,5314
C_025_076,78.8865,13.553017,0.1094,0.0444,0.1163,0.1673,Baseline / Low,Q1: Lower Relative Stress,5315
C_080_049,78.643955,13.058944,0.1094,0.0883,0.24,0.0,Low (Single Evidence Family),Q1: Lower Relative Stress,5316
C_111_035,78.518191,12.780466,0.1093,0.0453,0.1093,0.1732,Baseline / Low,Q1: Lower Relative Stress,5317
C_071_103,79.129045,13.139792,0.1092,0.0894,0.1605,0.0776,Baseline / Low,Q1: Lower Relative Stress,5318
C_072_058,78.724803,13.130809,0.1091,0.1266,0.2007,0.0,Low (Single Evidence Family),Q1: Lower Relative Stress,5319
C_077_089,79.003281,13.085893,0.1091,0.0741,0.0362,0.2169,Low (Single Evidence Family),Q1: Lower Relative Stress,5320
C_045_057,78.71582,13.373354,0.1091,0.1272,0.183,0.017,Baseline / Low,Q1: Lower Relative Stress,5321
C_113_026,78.437342,12.7625,0.109,0.05,0.1389,0.1382,Baseline / Low,Q1: Lower Relative Stress,5322
C_054_078,78.904466,13.292506,0.1089,0.1187,0.2068,0.001,Low (Single Evidence Family),Q1: Lower Relative Stress,5323
C_110_029,78.464292,12.789449,0.1088,0.0384,0.1681,0.1199,Baseline / Low,Q1: Lower Relative Stress,5324
C_075_069,78.823618,13.10386,0.1088,0.1141,0.2122,0.0,Low (Single Evidence Family),Q1: Lower Relative Stress,5325
C_046_072,78.850567,13.364371,0.1087,0.0811,0.1367,0.1084,Baseline / Low,Q1: Lower Relative Stress,5326
C_040_099,79.093112,13.41827,0.1087,0.1741,0.1107,0.0413,Baseline / Low,Q1: Lower Relative Stress,5327
C_013_073,78.85955,13.660815,0.1087,0.0727,0.2411,0.0124,Low (Single Evidence Family),Q1: Lower Relative Stress,5328
C_057_078,78.904466,13.265557,0.1086,0.0461,0.1239,0.1559,Baseline / Low,Q1: Lower Relative Stress,5329
C_056_169,79.728042,13.27454,0.1086,0.0,0.0002,0.3255,Low (Single Evidence Family),Q1: Lower Relative Stress,5330
C_069_120,79.281759,13.157759,0.1085,0.072,0.136,0.1175,Baseline / Low,Q1: Lower Relative Stress,5331
C_077_057,78.71582,13.085893,0.1085,0.0449,0.2731,0.0075,Low (Single Evidence Family),Q1: Lower Relative Stress,5332
C_040_124,79.317691,13.41827,0.1085,0.0515,0.1834,0.0907,Baseline / Low,Q1: Lower Relative Stress,5333
C_069_122,79.299725,13.157759,0.1085,0.2043,0.1157,0.0056,Low (Single Evidence Family),Q1: Lower Relative Stress,5334
C_050_078,78.904466,13.328439,0.1084,0.1243,0.1951,0.0059,Baseline / Low,Q1: Lower Relative Stress,5335
C_046_093,79.039214,13.364371,0.1083,0.0275,0.1733,0.1241,Baseline / Low,Q1: Lower Relative Stress,5336
C_053_111,79.20091,13.301489,0.1082,0.1063,0.1661,0.0521,Baseline / Low,Q1: Lower Relative Stress,5337
C_041_094,79.048197,13.409287,0.1081,0.1573,0.1379,0.0291,Baseline / Low,Q1: Lower Relative Stress,5338
C_052_098,79.084129,13.310472,0.1081,0.2054,0.1175,0.0013,Low (Single Evidence Family),Q1: Lower Relative Stress,5339
C_059_088,78.994298,13.24759,0.108,0.0576,0.0638,0.2027,Low (Single Evidence Family),Q1: Lower Relative Stress,5340
C_074_093,79.039214,13.112843,0.1078,0.0307,0.0617,0.2309,Low (Single Evidence Family),Q1: Lower Relative Stress,5341
C_068_075,78.877517,13.166742,0.1078,0.1126,0.1898,0.021,Baseline / Low,Q1: Lower Relative Stress,5342
C_052_060,78.742769,13.310472,0.1078,0.0827,0.2404,0.0003,Low (Single Evidence Family),Q1: Lower Relative Stress,5343
C_075_097,79.075146,13.10386,0.1077,0.0421,0.1572,0.1238,Baseline / Low,Q1: Lower Relative Stress,5344
C_036_086,78.976331,13.454203,0.1077,0.1252,0.1511,0.0468,Baseline / Low,Q1: Lower Relative Stress,5345
C_052_065,78.787685,13.310472,0.1077,0.0524,0.2,0.0707,Low (Single Evidence Family),Q1: Lower Relative Stress,5346
C_055_096,79.066163,13.283523,0.1076,0.0512,0.1583,0.1133,Baseline / Low,Q1: Lower Relative Stress,5347
C_060_114,79.22786,13.238607,0.1076,0.0509,0.2424,0.0295,Low (Single Evidence Family),Q1: Lower Relative Stress,5348
C_043_072,78.850567,13.391321,0.1076,0.1512,0.1716,0.0,Baseline / Low,Q1: Lower Relative Stress,5349
C_040_097,79.075146,13.41827,0.1075,0.0744,0.1395,0.1084,Baseline / Low,Q1: Lower Relative Stress,5350
C_038_138,79.449564,13.436236,0.1074,0.0595,0.2114,0.0514,Low (Single Evidence Family),Q1: Lower Relative Stress,5351
C_034_035,78.518191,13.472169,0.1073,0.0924,0.2262,0.0033,Low (Single Evidence Family),Q1: Lower Relative Stress,5352
C_065_053,78.679887,13.193691,0.1073,0.1409,0.1496,0.0314,Baseline / Low,Q1: Lower Relative Stress,5353
C_109_023,78.410393,12.798433,0.1072,0.0685,0.1035,0.1497,Baseline / Low,Q1: Lower Relative Stress,5354
C_035_044,78.599039,13.463186,0.1072,0.1267,0.1521,0.0429,Baseline / Low,Q1: Lower Relative Stress,5355
C_044_113,79.218877,13.382338,0.1069,0.077,0.0735,0.1703,Baseline / Low,Q1: Lower Relative Stress,5356
C_055_072,78.850567,13.283523,0.1069,0.1085,0.2118,0.0003,Low (Single Evidence Family),Q1: Lower Relative Stress,5357
C_041_099,79.093112,13.409287,0.1068,0.0431,0.1885,0.0887,Baseline / Low,Q1: Lower Relative Stress,5358
C_037_042,78.581073,13.44522,0.1066,0.0328,0.0556,0.2315,Low (Single Evidence Family),Q1: Lower Relative Stress,5359
C_035_080,78.922433,13.463186,0.1065,0.0606,0.1869,0.072,Baseline / Low,Q1: Lower Relative Stress,5360
C_035_092,79.03023,13.463186,0.1063,0.1069,0.1391,0.073,Baseline / Low,Q1: Lower Relative Stress,5361
C_028_068,78.814635,13.526068,0.1063,0.1362,0.1828,0.0,Baseline / Low,Q1: Lower Relative Stress,5362
C_023_097,79.075146,13.570984,0.1063,0.0507,0.1288,0.1395,Baseline / Low,Q1: Lower Relative Stress,5363
C_057_116,79.245826,13.265557,0.1062,0.0652,0.162,0.0914,Baseline / Low,Q1: Lower Relative Stress,5364
C_076_082,78.940399,13.094877,0.1062,0.1052,0.1332,0.0802,Baseline / Low,Q1: Lower Relative Stress,5365
C_060_083,78.949382,13.238607,0.1061,0.0691,0.0943,0.1549,Baseline / Low,Q1: Lower Relative Stress,5366
C_076_071,78.841584,13.094877,0.106,0.0382,0.1698,0.11,Baseline / Low,Q1: Lower Relative Stress,5367
C_015_088,78.994298,13.642849,0.106,0.0507,0.1049,0.1623,Baseline / Low,Q1: Lower Relative Stress,5368
C_068_052,78.670904,13.166742,0.106,0.0736,0.1665,0.0779,Baseline / Low,Q1: Lower Relative Stress,5369
C_044_127,79.344641,13.382338,0.106,0.0154,0.0825,0.2201,Low (Single Evidence Family),Q1: Lower Relative Stress,5370
C_054_088,78.994298,13.292506,0.1059,0.0718,0.1782,0.0678,Baseline / Low,Q1: Lower Relative Stress,5371
C_046_057,78.71582,13.364371,0.1058,0.1302,0.1692,0.018,Baseline / Low,Q1: Lower Relative Stress,5372
C_034_060,78.742769,13.472169,0.1058,0.1263,0.19,0.001,Baseline / Low,Q1: Lower Relative Stress,5373
C_037_073,78.85955,13.44522,0.1058,0.0716,0.1889,0.057,Baseline / Low,Q1: Lower Relative Stress,5374
C_078_062,78.760736,13.07691,0.1058,0.0789,0.2385,0.0,Low (Single Evidence Family),Q1: Lower Relative Stress,5375
C_048_089,79.003281,13.346405,0.1058,0.1019,0.1087,0.1068,Baseline / Low,Q1: Lower Relative Stress,5376
C_068_125,79.326674,13.166742,0.1057,0.0451,0.0988,0.1732,Baseline / Low,Q1: Lower Relative Stress,5377
C_049_063,78.769719,13.337422,0.1057,0.0841,0.2118,0.0213,Low (Single Evidence Family),Q1: Lower Relative Stress,5378
C_009_089,79.003281,13.696748,0.1056,0.0918,0.15,0.075,Baseline / Low,Q1: Lower Relative Stress,5379
C_119_002,78.221747,12.708601,0.1056,0.0655,0.1843,0.0671,Baseline / Low,Q1: Lower Relative Stress,5380
C_071_050,78.652938,13.139792,0.1056,0.0757,0.1474,0.0937,Baseline / Low,Q1: Lower Relative Stress,5381
C_027_073,78.85955,13.535051,0.1056,0.0635,0.2468,0.0065,Low (Single Evidence Family),Q1: Lower Relative Stress,5382
C_019_097,79.075146,13.606916,0.1055,0.0239,0.1854,0.1071,Baseline / Low,Q1: Lower Relative Stress,5383
C_035_043,78.590056,13.463186,0.1055,0.0981,0.1747,0.0436,Baseline / Low,Q1: Lower Relative Stress,5384
C_039_131,79.380573,13.427253,0.1054,0.0735,0.1148,0.1277,Baseline / Low,Q1: Lower Relative Stress,5385
C_061_069,78.823618,13.229624,0.1054,0.0699,0.2223,0.0239,Low (Single Evidence Family),Q1: Lower Relative Stress,5386
C_075_092,79.03023,13.10386,0.1054,0.0516,0.1908,0.0737,Baseline / Low,Q1: Lower Relative Stress,5387
C_034_083,78.949382,13.472169,0.1053,0.0889,0.1945,0.0324,Baseline / Low,Q1: Lower Relative Stress,5388
C_067_119,79.272775,13.175725,0.1052,0.0525,0.1377,0.1254,Baseline / Low,Q1: Lower Relative Stress,5389
C_007_089,79.003281,13.714714,0.1052,0.0554,0.1782,0.0819,Baseline / Low,Q1: Lower Relative Stress,5390
C_073_078,78.904466,13.121826,0.1051,0.0716,0.2083,0.0354,Low (Single Evidence Family),Q1: Lower Relative Stress,5391
C_052_111,79.20091,13.310472,0.105,0.0379,0.1008,0.1762,Baseline / Low,Q1: Lower Relative Stress,5392
C_051_080,78.922433,13.319455,0.105,0.1231,0.1017,0.0901,Baseline / Low,Q1: Lower Relative Stress,5393
C_046_075,78.877517,13.364371,0.1049,0.0946,0.2202,0.0,Low (Single Evidence Family),Q1: Lower Relative Stress,5394
C_045_056,78.706837,13.373354,0.1048,0.1256,0.1883,0.0003,Baseline / Low,Q1: Lower Relative Stress,5395
C_047_125,79.326674,13.355388,0.1047,0.0428,0.1589,0.1123,Baseline / Low,Q1: Lower Relative Stress,5396
C_059_071,78.841584,13.24759,0.1047,0.0652,0.2486,0.0003,Low (Single Evidence Family),Q1: Lower Relative Stress,5397
C_034_041,78.57209,13.472169,0.1046,0.1142,0.1883,0.0115,Baseline / Low,Q1: Lower Relative Stress,5398
C_042_124,79.317691,13.400304,0.1046,0.0719,0.1397,0.1022,Baseline / Low,Q1: Lower Relative Stress,5399
C_030_082,78.940399,13.508102,0.1046,0.0594,0.1404,0.114,Baseline / Low,Q1: Lower Relative Stress,5400
C_059_081,78.931416,13.24759,0.1046,0.0924,0.1058,0.1156,Baseline / Low,Q1: Lower Relative Stress,5401
